image_file,num_objects,split
xray_hidden00168.png,1,train
xray_hidden00169.png,1,train
xray_hidden00170.png,1,train
xray_hidden00171.png,1,train
xray_hidden00172.png,1,train
xray_hidden00173.png,1,train
xray_hidden00174.png,1,val
xray_hidden00175.png,1,train
xray_hidden00176.png,1,train
xray_hidden00177.png,1,train
xray_hidden00178.png,1,val
xray_hidden00179.png,1,train
xray_hidden00180.png,1,train
xray_hidden00181.png,1,train
xray_hidden00182.png,1,train
xray_hidden00183.png,1,train
xray_hidden00184.png,1,train
xray_hidden00185.png,1,train
xray_hidden00186.png,1,val
xray_hidden00187.png,1,train
xray_hidden00188.png,1,train
xray_hidden00189.png,1,test
xray_hidden00190.png,1,val
xray_hidden00191.png,1,val
xray_hidden00192.png,1,val
xray_hidden00193.png,1,val
xray_hidden00194.png,1,train
xray_hidden00195.png,1,train
xray_hidden00196.png,1,train
xray_hidden00197.png,1,test
xray_hidden00198.png,1,test
xray_hidden00199.png,1,train
xray_hidden00200.png,1,train
xray_hidden00201.png,1,train
xray_hidden00202.png,1,train
xray_hidden00203.png,1,val
xray_hidden00204.png,1,train
xray_hidden00205.png,1,train
xray_hidden00206.png,1,val
xray_hidden00207.png,1,val
xray_hidden00208.png,1,train
xray_hidden00209.png,1,train
xray_hidden00210.png,1,train
xray_hidden00211.png,1,train
xray_hidden00212.png,1,train
xray_hidden00213.png,1,train
xray_hidden00214.png,1,train
xray_hidden00215.png,1,test
xray_hidden00216.png,1,train
xray_hidden00217.png,1,train
xray_hidden00218.png,1,train
xray_hidden00219.png,1,train
xray_hidden00220.png,1,test
xray_hidden00221.png,1,train
xray_hidden00222.png,1,train
xray_hidden00223.png,1,train
xray_hidden00224.png,1,train
xray_hidden00225.png,1,train
xray_hidden00226.png,1,test
xray_hidden00227.png,1,train
xray_hidden00228.png,1,val
xray_hidden00229.png,1,train
xray_hidden00230.png,1,train
xray_hidden00231.png,1,train
xray_hidden00232.png,1,train
xray_hidden00233.png,1,train
xray_hidden00234.png,1,train
xray_hidden00235.png,1,test
xray_hidden00236.png,1,train
xray_hidden00237.png,1,train
xray_hidden00238.png,1,val
xray_hidden00239.png,1,train
xray_hidden00240.png,1,val
xray_hidden00241.png,1,train
xray_hidden00242.png,1,train
xray_hidden00243.png,1,train
xray_hidden00244.png,1,val
xray_hidden00245.png,1,train
xray_hidden00246.png,1,train
xray_hidden00247.png,1,train
xray_hidden00248.png,1,train
xray_hidden00249.png,1,val
xray_hidden00250.png,1,train
xray_hidden00251.png,1,train
xray_hidden00252.png,1,train
xray_hidden00253.png,1,train
xray_hidden00254.png,1,train
xray_hidden00255.png,1,train
xray_hidden00256.png,1,train
xray_hidden00257.png,1,train
xray_hidden00258.png,1,val
xray_hidden00259.png,1,train
xray_hidden00260.png,1,train
xray_hidden00261.png,1,train
xray_hidden00262.png,1,test
xray_hidden00263.png,1,train
xray_hidden00264.png,1,train
xray_hidden00265.png,1,train
xray_hidden00266.png,1,train
xray_hidden00267.png,1,train
xray_hidden00268.png,1,train
xray_hidden00269.png,1,val
xray_hidden00270.png,1,train
xray_hidden00271.png,1,train
xray_hidden00272.png,1,val
xray_hidden00273.png,1,train
xray_hidden00274.png,1,train
xray_hidden00275.png,1,train
xray_hidden00276.png,1,val
xray_hidden00277.png,1,test
xray_hidden00278.png,1,train
xray_hidden00279.png,1,train
xray_hidden00280.png,1,train
xray_hidden00281.png,1,val
xray_hidden00282.png,1,val
xray_hidden00283.png,1,train
xray_hidden00284.png,1,train
xray_hidden00285.png,1,train
xray_hidden00286.png,1,train
xray_hidden00287.png,1,test
xray_hidden00288.png,1,train
xray_hidden00289.png,1,train
xray_hidden00290.png,1,train
xray_hidden00291.png,1,train
xray_hidden00292.png,1,train
xray_hidden00293.png,1,train
xray_hidden00294.png,1,train
xray_hidden00295.png,1,train
xray_hidden00296.png,1,train
xray_hidden00297.png,1,test
xray_hidden00298.png,1,val
xray_hidden00299.png,1,train
xray_hidden00300.png,1,train
xray_hidden00301.png,1,val
xray_hidden00302.png,1,val
xray_hidden00303.png,1,train
xray_hidden00304.png,1,train
xray_hidden00305.png,1,val
xray_hidden00306.png,1,train
xray_hidden00307.png,1,val
xray_hidden00308.png,1,train
xray_hidden00309.png,1,train
xray_hidden00310.png,1,test
xray_hidden00311.png,1,train
xray_hidden00312.png,1,train
xray_hidden00313.png,1,train
xray_hidden00314.png,1,val
xray_hidden00315.png,1,train
xray_hidden00316.png,1,train
xray_hidden00317.png,1,train
xray_hidden00318.png,1,train
xray_hidden00319.png,1,train
xray_hidden00320.png,1,test
xray_hidden00321.png,1,train
xray_hidden00322.png,1,train
xray_hidden00323.png,1,train
xray_hidden00324.png,1,train
xray_hidden00325.png,1,train
xray_hidden00326.png,1,train
xray_hidden00327.png,1,train
xray_hidden00328.png,1,train
xray_hidden00329.png,1,train
xray_hidden00330.png,1,train
xray_hidden00331.png,1,train
xray_hidden00332.png,1,train
xray_hidden00333.png,1,train
xray_hidden00334.png,1,train
xray_hidden00335.png,1,train
xray_hidden00336.png,1,val
xray_hidden00337.png,1,train
xray_hidden00338.png,1,test
xray_hidden00339.png,1,train
xray_hidden00340.png,1,test
xray_hidden00341.png,1,train
xray_hidden00342.png,1,train
xray_hidden00343.png,1,train
xray_hidden00344.png,1,train
xray_hidden00345.png,1,train
xray_hidden00346.png,1,train
xray_hidden00347.png,1,train
xray_hidden00348.png,1,train
xray_hidden00349.png,1,train
xray_hidden00350.png,1,train
xray_hidden00351.png,1,train
xray_hidden00352.png,1,train
xray_hidden00353.png,1,train
xray_hidden00354.png,1,train
xray_hidden00355.png,1,train
xray_hidden00356.png,1,train
xray_hidden00357.png,1,train
xray_hidden00358.png,1,val
xray_hidden00359.png,1,train
xray_hidden00360.png,1,train
xray_hidden00361.png,1,train
xray_hidden00362.png,1,train
xray_hidden00363.png,1,val
xray_hidden00364.png,1,val
xray_hidden00365.png,1,test
xray_hidden00366.png,1,train
xray_hidden00367.png,1,train
xray_hidden00368.png,1,train
xray_hidden00369.png,1,train
xray_hidden00370.png,1,train
xray_hidden00371.png,1,val
xray_hidden00372.png,1,train
xray_hidden00373.png,1,train
xray_hidden00374.png,1,train
xray_hidden00375.png,1,test
xray_hidden00376.png,1,train
xray_hidden00377.png,1,train
xray_hidden00378.png,1,train
xray_hidden00379.png,1,train
xray_hidden00380.png,1,train
xray_hidden00381.png,1,train
xray_hidden00382.png,1,train
xray_hidden00383.png,1,train
xray_hidden00384.png,1,val
xray_hidden00385.png,1,train
xray_hidden00386.png,1,train
xray_hidden00387.png,1,train
xray_hidden00388.png,1,train
xray_hidden00389.png,1,val
xray_hidden00390.png,1,val
xray_hidden00391.png,1,train
xray_hidden00392.png,1,train
xray_hidden00393.png,1,train
xray_hidden00394.png,1,train
xray_hidden00395.png,1,train
xray_hidden00396.png,1,train
xray_hidden00397.png,1,train
xray_hidden00398.png,1,train
xray_hidden00399.png,1,train
xray_hidden00400.png,1,train
xray_hidden00401.png,1,train
xray_hidden00402.png,1,test
xray_hidden00403.png,1,train
xray_hidden00404.png,1,val
xray_hidden00405.png,1,train
xray_hidden00406.png,1,val
xray_hidden00407.png,1,train
xray_hidden00408.png,1,train
xray_hidden00409.png,1,train
xray_hidden00410.png,1,train
xray_hidden00411.png,1,train
xray_hidden00412.png,1,test
xray_hidden00413.png,1,train
xray_hidden00414.png,1,train
xray_hidden00415.png,1,train
xray_hidden00416.png,1,train
xray_hidden00417.png,1,test
xray_hidden00418.png,1,train
xray_hidden00419.png,1,train
xray_hidden00420.png,1,train
xray_hidden00421.png,1,test
xray_hidden00422.png,1,train
xray_hidden00423.png,1,train
xray_hidden00424.png,1,train
xray_hidden00425.png,1,train
xray_hidden00426.png,1,train
xray_hidden00427.png,1,train
xray_hidden00428.png,1,train
xray_hidden00429.png,1,train
xray_hidden00430.png,1,train
xray_hidden00431.png,1,train
xray_hidden00432.png,1,train
xray_hidden00433.png,1,train
xray_hidden00434.png,1,train
xray_hidden00435.png,1,train
xray_hidden00436.png,1,train
xray_hidden00437.png,1,train
xray_hidden00438.png,1,train
xray_hidden00439.png,1,train
xray_hidden00440.png,1,train
xray_hidden00441.png,1,train
xray_hidden00442.png,1,train
xray_hidden00443.png,1,train
xray_hidden00444.png,1,train
xray_hidden00445.png,1,train
xray_hidden00446.png,1,test
xray_hidden00447.png,1,train
xray_hidden00448.png,1,train
xray_hidden00449.png,1,train
xray_hidden00450.png,1,train
xray_hidden00451.png,1,train
xray_hidden00452.png,1,train
xray_hidden00453.png,1,train
xray_hidden00454.png,1,train
xray_hidden00455.png,1,train
xray_hidden00456.png,1,train
xray_hidden00457.png,1,train
xray_hidden00458.png,1,train
xray_hidden00459.png,1,train
xray_hidden00460.png,1,train
xray_hidden00461.png,1,train
xray_hidden00462.png,1,train
xray_hidden00463.png,1,test
xray_hidden00464.png,1,train
xray_hidden00465.png,1,train
xray_hidden00466.png,1,train
xray_hidden00467.png,1,train
xray_hidden00468.png,1,train
xray_hidden00469.png,1,train
xray_hidden00470.png,1,train
xray_hidden00471.png,1,train
xray_hidden00472.png,1,train
xray_hidden00473.png,1,train
xray_hidden00474.png,1,train
xray_hidden00475.png,1,train
xray_hidden00476.png,1,train
xray_hidden00477.png,1,train
xray_hidden00478.png,1,train
xray_hidden00479.png,1,train
xray_hidden00480.png,1,train
xray_hidden00481.png,1,test
xray_hidden00482.png,1,train
xray_hidden00483.png,1,train
xray_hidden00484.png,1,train
xray_hidden00485.png,1,train
xray_hidden00486.png,1,train
xray_hidden00487.png,1,train
xray_hidden00488.png,1,val
xray_hidden00489.png,1,test
xray_hidden00490.png,1,val
xray_hidden00491.png,1,train
xray_hidden00492.png,1,test
xray_hidden00493.png,1,train
xray_hidden00494.png,1,train
xray_hidden00495.png,1,test
xray_hidden00496.png,1,train
xray_hidden00497.png,1,train
xray_hidden00498.png,1,test
xray_hidden00499.png,1,train
xray_hidden00500.png,1,train
xray_hidden00501.png,1,train
xray_hidden00502.png,1,train
xray_hidden00503.png,1,train
xray_hidden00504.png,1,test
xray_hidden00505.png,1,train
xray_hidden00506.png,1,train
xray_hidden00507.png,1,val
xray_hidden00508.png,1,train
xray_hidden00509.png,1,train
xray_hidden00510.png,1,train
xray_hidden00511.png,1,train
xray_hidden00512.png,1,train
xray_hidden00513.png,1,train
xray_hidden00514.png,1,train
xray_hidden00515.png,1,val
xray_hidden00516.png,1,train
xray_hidden00517.png,1,train
xray_hidden00518.png,1,train
xray_hidden00519.png,1,train
xray_hidden00520.png,1,train
xray_hidden00521.png,1,train
xray_hidden00522.png,1,train
xray_hidden00523.png,1,test
xray_hidden00524.png,1,train
xray_hidden00525.png,1,val
xray_hidden00526.png,1,test
xray_hidden00527.png,1,train
xray_hidden00528.png,1,train
xray_hidden00529.png,1,train
xray_hidden00530.png,1,train
xray_hidden00531.png,1,train
xray_hidden00532.png,1,train
xray_hidden00533.png,1,train
xray_hidden00534.png,1,val
xray_hidden00535.png,1,train
xray_hidden00536.png,1,train
xray_hidden00537.png,1,train
xray_hidden00538.png,1,train
xray_hidden00539.png,1,train
xray_hidden00540.png,1,train
xray_hidden00541.png,1,val
xray_hidden00542.png,1,train
xray_hidden00543.png,1,train
xray_hidden00544.png,1,train
xray_hidden00545.png,1,test
xray_hidden00546.png,1,train
xray_hidden00547.png,1,train
xray_hidden00548.png,1,train
xray_hidden00549.png,1,train
xray_hidden00550.png,1,train
xray_hidden00551.png,1,train
xray_hidden00552.png,1,train
xray_hidden00553.png,1,train
xray_hidden00554.png,1,train
xray_hidden00555.png,1,train
xray_hidden00556.png,1,val
xray_hidden00557.png,1,test
xray_hidden00558.png,1,train
xray_hidden00559.png,1,train
xray_hidden00560.png,1,train
xray_hidden00561.png,1,train
xray_hidden00562.png,1,train
xray_hidden00563.png,1,train
xray_hidden00564.png,1,train
xray_hidden00565.png,1,train
xray_hidden00566.png,1,train
xray_hidden00567.png,1,train
xray_hidden00568.png,1,train
xray_hidden00569.png,1,test
xray_hidden00570.png,1,test
xray_hidden00571.png,1,train
xray_hidden00572.png,1,train
xray_hidden00573.png,1,train
xray_hidden00574.png,1,test
xray_hidden00575.png,1,train
xray_hidden00576.png,1,train
xray_hidden00577.png,1,train
xray_hidden00578.png,1,train
xray_hidden00579.png,1,train
xray_hidden00580.png,1,train
xray_hidden00581.png,1,train
xray_hidden00582.png,1,train
xray_hidden00583.png,1,train
xray_hidden00584.png,1,train
xray_hidden00585.png,1,train
xray_hidden00586.png,1,train
xray_hidden00587.png,1,test
xray_hidden00588.png,1,train
xray_hidden00589.png,1,test
xray_hidden00590.png,1,train
xray_hidden00591.png,1,train
xray_hidden00592.png,1,train
xray_hidden00593.png,1,train
xray_hidden00594.png,1,train
xray_hidden00595.png,1,train
xray_hidden00596.png,1,train
xray_hidden00597.png,1,train
xray_hidden00598.png,1,train
xray_hidden00599.png,1,val
xray_hidden00600.png,1,train
xray_hidden00601.png,1,train
xray_hidden00602.png,1,train
xray_hidden00603.png,1,train
xray_hidden00604.png,1,train
xray_hidden00605.png,1,train
xray_hidden00606.png,1,train
xray_hidden00607.png,1,train
xray_hidden00608.png,1,train
xray_hidden00609.png,1,test
xray_hidden00610.png,1,train
xray_hidden00611.png,1,train
xray_hidden00612.png,1,train
xray_hidden00613.png,1,train
xray_hidden00614.png,1,val
xray_hidden00615.png,1,test
xray_hidden00616.png,1,train
xray_hidden00617.png,1,train
xray_hidden00618.png,1,train
xray_hidden00619.png,1,val
xray_hidden00620.png,1,train
xray_hidden00621.png,1,train
xray_hidden00622.png,1,train
xray_hidden00623.png,1,train
xray_hidden00624.png,1,train
xray_hidden00625.png,1,train
xray_hidden00626.png,1,train
xray_hidden00627.png,1,test
xray_hidden00628.png,1,train
xray_hidden00629.png,1,train
xray_hidden00630.png,1,train
xray_hidden00631.png,1,train
xray_hidden00632.png,1,train
xray_hidden00633.png,1,train
xray_hidden00634.png,1,train
xray_hidden00635.png,1,train
xray_hidden00636.png,1,train
xray_hidden00637.png,1,train
xray_hidden00638.png,1,train
xray_hidden00639.png,1,train
xray_hidden00640.png,1,train
xray_hidden00641.png,1,train
xray_hidden00642.png,1,train
xray_hidden00643.png,1,train
xray_hidden00644.png,1,train
xray_hidden00645.png,1,val
xray_hidden00646.png,1,train
xray_hidden00647.png,1,train
xray_hidden00648.png,1,train
xray_hidden00649.png,1,train
xray_hidden00650.png,1,train
xray_hidden00651.png,1,train
xray_hidden00652.png,1,train
xray_hidden00653.png,1,train
xray_hidden00654.png,1,val
xray_hidden00655.png,1,train
xray_hidden00656.png,1,train
xray_hidden00657.png,1,train
xray_hidden00658.png,1,train
xray_hidden00659.png,1,train
xray_hidden00660.png,1,train
xray_hidden00661.png,1,test
xray_hidden00662.png,1,train
xray_hidden00663.png,1,val
xray_hidden00664.png,1,train
xray_hidden00665.png,1,train
xray_hidden00666.png,1,test
xray_hidden00667.png,1,test
xray_hidden00668.png,1,train
xray_hidden00669.png,1,train
xray_hidden00670.png,1,val
xray_hidden00671.png,1,test
xray_hidden00672.png,1,train
xray_hidden00673.png,1,train
xray_hidden00674.png,1,train
xray_hidden00675.png,1,train
xray_hidden00676.png,1,train
xray_hidden00677.png,1,train
xray_hidden00678.png,1,train
xray_hidden00679.png,1,train
xray_hidden00680.png,1,val
xray_hidden00681.png,1,train
xray_hidden00682.png,1,train
xray_hidden00683.png,1,train
xray_hidden00684.png,1,train
xray_hidden00685.png,1,train
xray_hidden00686.png,1,train
xray_hidden00687.png,1,test
xray_hidden00688.png,1,train
xray_hidden00689.png,1,train
xray_hidden00690.png,1,train
xray_hidden00691.png,1,val
xray_hidden00692.png,1,test
xray_hidden00693.png,1,test
xray_hidden00694.png,1,train
xray_hidden00695.png,1,train
xray_hidden00696.png,1,train
xray_hidden00697.png,1,train
xray_hidden00698.png,1,test
xray_hidden00699.png,1,test
xray_hidden00700.png,1,train
xray_hidden00701.png,1,train
xray_hidden00702.png,1,train
xray_hidden00703.png,1,train
xray_hidden00704.png,1,train
xray_hidden00705.png,1,train
xray_hidden00706.png,1,test
xray_hidden00707.png,1,train
xray_hidden00708.png,1,train
xray_hidden00709.png,1,train
xray_hidden00710.png,1,train
xray_hidden00711.png,1,train
xray_hidden00712.png,1,train
xray_hidden00713.png,1,train
xray_hidden00714.png,1,train
xray_hidden00715.png,1,train
xray_hidden00716.png,1,train
xray_hidden00717.png,1,val
xray_hidden00718.png,1,train
xray_hidden00719.png,1,val
xray_hidden00720.png,1,train
xray_hidden00721.png,1,test
xray_hidden00722.png,1,train
xray_hidden00723.png,1,train
xray_hidden00724.png,1,train
xray_hidden00725.png,1,train
xray_hidden00726.png,1,test
xray_hidden00727.png,1,train
xray_hidden00728.png,1,val
xray_hidden00729.png,1,train
xray_hidden00730.png,1,train
xray_hidden00731.png,1,val
xray_hidden00732.png,1,train
xray_hidden00733.png,1,train
xray_hidden00734.png,1,train
xray_hidden00735.png,1,train
xray_hidden00736.png,1,train
xray_hidden00737.png,1,val
xray_hidden00738.png,1,train
xray_hidden00739.png,1,val
xray_hidden00740.png,2,val
xray_hidden00741.png,1,train
xray_hidden00742.png,1,train
xray_hidden00743.png,1,train
xray_hidden00744.png,1,train
xray_hidden00745.png,1,train
xray_hidden00746.png,1,train
xray_hidden00747.png,1,train
xray_hidden00748.png,1,train
xray_hidden00749.png,1,train
xray_hidden00750.png,1,train
xray_hidden00751.png,1,train
xray_hidden00752.png,1,train
xray_hidden00753.png,1,train
xray_hidden00754.png,1,train
xray_hidden00755.png,1,train
xray_hidden00756.png,1,test
xray_hidden00757.png,1,train
xray_hidden00758.png,1,train
xray_hidden00759.png,1,train
xray_hidden00760.png,1,train
xray_hidden00761.png,1,train
xray_hidden00762.png,1,train
xray_hidden00763.png,1,train
xray_hidden00764.png,1,train
xray_hidden00765.png,1,train
xray_hidden00766.png,1,train
xray_hidden00767.png,1,train
xray_hidden00768.png,1,train
xray_hidden00769.png,1,train
xray_hidden00770.png,1,test
xray_hidden00771.png,1,train
xray_hidden00772.png,1,train
xray_hidden00773.png,1,train
xray_hidden00774.png,1,test
xray_hidden00775.png,1,train
xray_hidden00776.png,1,train
xray_hidden00777.png,1,train
xray_hidden00778.png,1,train
xray_hidden00779.png,1,test
xray_hidden00780.png,1,train
xray_hidden00781.png,1,train
xray_hidden00782.png,1,val
xray_hidden00783.png,1,train
xray_hidden00784.png,1,train
xray_hidden00785.png,1,test
xray_hidden00786.png,1,val
xray_hidden00787.png,1,val
xray_hidden00788.png,1,test
xray_hidden00789.png,1,train
xray_hidden00790.png,1,train
xray_hidden00791.png,1,train
xray_hidden00792.png,1,train
xray_hidden00793.png,1,train
xray_hidden00794.png,1,train
xray_hidden00795.png,1,train
xray_hidden00796.png,1,train
xray_hidden00797.png,1,train
xray_hidden00798.png,1,train
xray_hidden00799.png,1,test
xray_hidden00800.png,1,train
xray_hidden00801.png,1,train
xray_hidden00802.png,1,train
xray_hidden00803.png,1,train
xray_hidden00804.png,1,train
xray_hidden00805.png,1,train
xray_hidden00806.png,1,train
xray_hidden00807.png,1,val
xray_hidden00808.png,1,test
xray_hidden00809.png,1,val
xray_hidden00810.png,1,train
xray_hidden00811.png,1,train
xray_hidden00812.png,1,train
xray_hidden00813.png,1,train
xray_hidden00814.png,1,train
xray_hidden00815.png,1,test
xray_hidden00816.png,1,train
xray_hidden00817.png,1,train
xray_hidden00818.png,1,train
xray_hidden00819.png,1,train
xray_hidden00820.png,1,train
xray_hidden00821.png,1,train
xray_hidden00822.png,1,train
xray_hidden00823.png,1,val
xray_hidden00824.png,1,train
xray_hidden00825.png,1,train
xray_hidden00826.png,1,train
xray_hidden00827.png,1,train
xray_hidden00828.png,1,train
xray_hidden00829.png,1,train
xray_hidden00830.png,1,train
xray_hidden00831.png,1,train
xray_hidden00832.png,1,train
xray_hidden00833.png,1,train
xray_hidden00834.png,1,train
xray_hidden00835.png,1,train
xray_hidden00836.png,1,val
xray_hidden00837.png,1,train
xray_hidden00838.png,1,train
xray_hidden00839.png,1,train
xray_hidden00840.png,1,train
xray_hidden00841.png,1,train
xray_hidden00842.png,1,train
xray_hidden00843.png,1,train
xray_hidden00844.png,1,train
xray_hidden00845.png,1,train
xray_hidden00846.png,1,train
xray_hidden00847.png,1,test
xray_hidden00848.png,1,train
xray_hidden00849.png,1,train
xray_hidden00850.png,1,train
xray_hidden00851.png,1,train
xray_hidden00852.png,1,val
xray_hidden00853.png,1,train
xray_hidden00854.png,1,train
xray_hidden00855.png,1,val
xray_hidden00856.png,1,train
xray_hidden00857.png,1,train
xray_hidden00858.png,1,train
xray_hidden00859.png,1,train
xray_hidden00860.png,1,val
xray_hidden00861.png,1,test
xray_hidden00862.png,1,test
xray_hidden00863.png,1,train
xray_hidden00864.png,1,train
xray_hidden00865.png,1,val
xray_hidden00866.png,1,train
xray_hidden00867.png,1,train
xray_hidden00868.png,1,val
xray_hidden00869.png,1,train
xray_hidden00870.png,1,val
xray_hidden00871.png,1,test
xray_hidden00872.png,1,train
xray_hidden00873.png,1,train
xray_hidden00874.png,1,train
xray_hidden00875.png,1,train
xray_hidden00876.png,1,train
xray_hidden00877.png,1,val
xray_hidden00878.png,1,test
xray_hidden00879.png,1,train
xray_hidden00880.png,1,train
xray_hidden00881.png,1,train
xray_hidden00882.png,1,train
xray_hidden00883.png,1,val
xray_hidden00884.png,1,train
xray_hidden00885.png,1,train
xray_hidden00886.png,1,train
xray_hidden00887.png,1,test
xray_hidden00888.png,1,val
xray_hidden00889.png,1,train
xray_hidden00890.png,1,train
xray_hidden00891.png,1,train
xray_hidden00892.png,1,train
xray_hidden00893.png,1,train
xray_hidden00894.png,1,test
xray_hidden00895.png,1,train
xray_hidden00896.png,1,train
xray_hidden00897.png,1,train
xray_hidden00898.png,1,train
xray_hidden00899.png,1,train
xray_hidden00900.png,1,val
xray_hidden00901.png,1,train
xray_hidden00902.png,1,val
xray_hidden00903.png,1,train
xray_hidden00904.png,1,train
xray_hidden00905.png,1,val
xray_hidden00906.png,1,train
xray_hidden00907.png,1,train
xray_hidden00908.png,1,train
xray_hidden00909.png,1,train
xray_hidden00910.png,1,train
xray_hidden00911.png,1,val
xray_hidden00912.png,1,train
xray_hidden00913.png,1,train
xray_hidden00914.png,1,train
xray_hidden00915.png,1,train
xray_hidden00916.png,1,train
xray_hidden00917.png,1,train
xray_hidden00918.png,1,test
xray_hidden00919.png,1,test
xray_hidden00920.png,1,train
xray_hidden00921.png,1,train
xray_hidden00922.png,1,train
xray_hidden00923.png,1,val
xray_hidden00924.png,1,val
xray_hidden00925.png,1,test
xray_hidden00926.png,1,train
xray_hidden00927.png,1,train
xray_hidden00928.png,1,train
xray_hidden00929.png,1,train
xray_hidden00930.png,1,val
